1 00:00:03,068 --> 00:00:03,810 主持人 SPEAKER_05：大家好。
434 00:44:31,563 --> 00:44:46,938 说话人 SPEAKER_03：我不知道我们是否能做到，但肯定有一件事我们应该做，那就是在我们使事物更加智能的同时，随着大公司向超级智能迈进，他们实际上可以在它们比我们聪明之前进行实验，看看这些事物可能会失控。
435 00:44:47,306 --> 00:44:57,981 说话人 SPEAKER_03：任何编写过计算机程序的人都知道，你编写计算机程序，然后它不起作用，然后你意识到你误解了什么或者没有考虑到什么。
436 00:44:58,742 --> 00:45:02,228 说话人 SPEAKER_03：因此，对事物的经验性检查至关重要。
437 00:45:02,268 --> 00:45:05,231 说话人 SPEAKER_03：你不能对一切事情都只是进行空想预测。
438 00:45:05,211 --> 00:45:10,036 说话人 SPEAKER_03：我认为他们应该迫使大公司进行实验，看看这些事情如何试图失控。
439 00:45:10,717 --> 00:45:12,498 说话人 SPEAKER_03：我们认为我们已经知道他们将会采取的一些方式。
440 00:45:13,239 --> 00:45:22,246 说话人 SPEAKER_03：所以我们将给他们设定子目标，因为如果代理能够设定诸如到达那里、找到酒店等子目标，那么他们在规划假期时就会更加有效。
441 00:45:23,668 --> 00:45:25,250 说话人 SPEAKER_03：你不想微观管理他们。
442 00:45:25,329 --> 00:45:27,012 说话人 SPEAKER_03：你希望他们制定子目标。
443 00:45:27,891 --> 00:45:33,177 说话人 SPEAKER_03：但他们将会开始制定子目标，比如，如果我能有更多一点的控制权，我就能做得更好。
444 00:45:33,932 --> 00:45:36,596 说话人 SPEAKER_03：这很容易导致他们想要接管。
445 00:45:36,615 --> 00:45:43,342 说话人 SPEAKER_03：我认为我们需要在这方面进行实验，因为目前我们只是在理论化。
446 00:45:44,422 --> 00:45:55,134 说话人 SPEAKER_03：我们实际上并没有任何比我们更智能的事物经验，或者如何处理它们，甚至没有与我们的智能几乎相当的事物的经验，除非你把特朗普算在内。
447 00:45:55,153 --> 00:46:03,061 说话人 SPEAKER_03：而且我们处理得并不好。
448 00:46:05,387 --> 00:46:06,889 说话人 SPEAKER_03：我认为这是政府可以做的事情之一。
449 00:46:07,210 --> 00:46:14,302 说话人 SPEAKER_03：我认为萨姆·奥特曼实际上也同意这一点，即他们实际上应该进行实证实验来了解这些事物是如何试图逃脱控制的。
450 00:46:14,581 --> 00:46:16,405 说话人 SPEAKER_03：伊利亚也同意这一点。
451 00:46:16,425 --> 00:46:17,367 说话人 SPEAKER_14：你提到这一点很有意思。
452 00:46:17,427 --> 00:46:28,965 说话人 SPEAKER_14：那么，你认为营利性与非营利性是否是问题的一部分，即能够开发这些平台和解决方案的公司或组织？
453 00:46:29,467 --> 00:46:31,693 发言人 SPEAKER_03：是的，所以利润问题很棘手。
显然，就像谷歌一样，当它在大型聊天机器人领域领先时，并没有向公众发布大型聊天机器人，因为它害怕它们做所有这些胡言乱语和说坏话会损害它的声誉。
455 00:46:44,875 --> 00:46:50,061 发言人 SPEAKER_03：一旦开放式人工智能与微软结合并诞生，谷歌就必须参与竞争。
456 00:46:50,742 --> 00:46:54,166 发言人 SPEAKER_03：因此，利润动机将推动快速进步。
457 00:46:54,907 --> 00:46:56,108 说话人 SPEAKER_03：我们不会停止。
458 00:46:56,809 --> 00:46:59,152 说话人 SPEAKER_03：也许可以说，现在就停止做人工智能是合理的。
459 00:46:59,333 --> 00:47:01,715 说话人 SPEAKER_03：这可能是一个合理的决定，但不会发生。
460 00:47:01,735 --> 00:47:04,639 说话人 SPEAKER_03：甚至提出这样的要求都没有意义，因为这是不可能发生的。
461 00:47:05,119 --> 00:47:06,661 说话人 SPEAKER_03：如果我们停止，中国人不会停止。
462 00:47:11,788 --> 00:47:14,831 说话人 SPEAKER_03：如果中国人停止，美国人不会停止。
463 00:47:17,932 --> 00:47:27,309 说话人 SPEAKER_03：所以我认为我们不能要求它停止，我们也不应该忽视它有很多非常积极的方面，这就是为什么它将在医学等领域得到发展。
464 00:47:29,333 --> 00:47:33,681 说话人 SPEAKER_03：我们必须找出如何尝试控制它。
465 00:47:36,277 --> 00:47:53,188 说话人 SPEAKER_03：我认为盈利动机，我们看到了在 OpenAI 发生的事情，因为拥有盈利部分的那个公司是一个非盈利部分，它被设立来
466 00:47:54,298 --> 00:47:56,121 说话人 SPEAKER_03：主要关注安全。
467 00:47:56,882 --> 00:48:03,976 说话人 SPEAKER_03：即使在那种非常不公平的场合，它倾斜到了极限，安全与盈利仍然获胜。
468 00:48:06,018 --> 00:48:07,001 说话人 SPEAKER_03：这似乎并不好。
469 00:48:08,643 --> 00:48:16,257 说话人 SPEAKER_03：趁这个机会，我还要提一件事，那就是我认为开源最大的模型简直是疯狂。
470 00:48:16,438 --> 00:48:18,702 说话人 SPEAKER_03：我的好朋友 Yann LeCun 认为这样做是正确的。
471 00:48:20,103 --> 00:48:21,306 说话人 SPEAKER_03：他认为我们都会没事的。
472 00:48:21,686 --> 00:48:23,208 说话人 SPEAKER_03：我们将继续控制这些事物。
473 00:48:23,248 --> 00:48:24,471 说话人 SPEAKER_03：他们不会有自己的目标。
474 00:48:25,833 --> 00:48:27,255 说话人 SPEAKER_03：他们不会有自己的欲望。
475 00:48:28,177 --> 00:48:30,260 我认为公开它们是非常非常危险的。
476 00:48:30,300 --> 00:48:32,123 我认为这就像公开核武器。
477 00:48:35,447 --> 00:48:40,454 说话人 SPEAKER_03：我认为我非常希望政府禁止公司开源大型模型。
478 00:48:41,971 --> 00:49:03,304 说话人 SPEAKER_05：我之前和你谈过的一个问题是关于如何监管这些事情，欧盟最近颁布了《人工智能法案》，但是
479 00:49:03,284 --> 00:49:07,391 说话人 SPEAKER_05：我们还能做些什么来加强这一点吗？
480 00:49:07,431 --> 00:49:30,068 说话人 SPEAKER_05：比如，为计算机科学家或人工智能架构师设立法定监管职业，这会不会加强个人对抗目前强大的企业偏见的能力？
481 00:49:30,418 --> 00:49:35,677 说话人 SPEAKER_03：我说，在这个时候，我应该说我是一名科学家，我开发了一些科学的东西。
482 00:49:35,978 --> 00:49:37,806 说话人 SPEAKER_03：这并不意味着我是一个政策专家。
483 00:49:38,467 --> 00:49:39,552 说话人 SPEAKER_03：所以...
484 00:49:40,543 --> 00:49:46,391 说话人 SPEAKER_03：当你对政策知之甚少时，很容易陷入对政策的陈述中。
485 00:49:47,012 --> 00:49:55,664 说话人 SPEAKER_03：这需要律师和习惯于政府工作的人来理解政治选项以及你应该如何进行监管。
486 00:49:56,025 --> 00:49:57,507 说话人 SPEAKER_03：我真的不懂那些东西。
487 00:49:57,527 --> 00:49:58,588 说话人 SPEAKER_03：我不懂那些东西。
488 00:49:59,168 --> 00:50:01,811 说话人 SPEAKER_03：我的一些朋友开始学习那些东西了。
489 00:50:01,893 --> 00:50:06,378 说话人 SPEAKER_03：约书亚·本吉奥和斯图尔特·罗素为此投入了大量的努力去了解那些东西。
490 00:50:06,398 --> 00:50:07,480 说话人 SPEAKER_03：我还没有。
491 00:50:07,460 --> 00:50:09,967 说话人 SPEAKER_03：我觉得我太老了，学不到新东西。
492 00:50:12,114 --> 00:50:15,545 说话人 SPEAKER_03：所以我真的没有多少可以让你信任的关于那方面的东西可以说。
493 00:50:17,146 --> 00:50:19,548 说话人 SPEAKER_05：这是一件有趣的事情。
494 00:50:19,588 --> 00:50:36,032 说话人 SPEAKER_05：我认为爱尔兰政府最近成立了一个 AI 委员会，并且学术界和产业界都有广泛的代表，但并不一定是技术专家。
495 00:50:36,512 --> 00:50:40,858 说话人 SPEAKER_05：有产业界的专家，但不一定是正确的建议。
496 00:50:40,978 --> 00:50:45,684 说话人 SPEAKER_05：我认为这与你所说的关于应该有哪些人参与这些事务的观点相呼应。
497 00:50:47,302 --> 00:50:50,289 说话人 SPEAKER_14：我可以再问一个问题吗？
498 00:50:50,309 --> 00:51:05,344 说话者 SPEAKER_14：你之前提到了医疗应用，我想了解一下你认为在人工智能应用于医学领域，哪些低垂的果实可能会带来巨大的社会效益。
499 00:51:05,762 --> 00:51:10,630 说话者 SPEAKER_03：我认为其中一些低垂的果实是医学图像的解读。
500 00:51:11,670 --> 00:51:14,856 说话者 SPEAKER_03：我认为将来我们可能不再需要放射科医生了。
501 00:51:15,577 --> 00:51:16,137 说话者 SPEAKER_03：还不是时候。
502 00:51:17,400 --> 00:51:24,329 说话人 SPEAKER_03：当我们不需要它们来解释医学影像时，或者说，AI 将解释医学影像，放射科医生只需检查一下。
503 00:51:25,130 --> 00:51:29,577 说话人 SPEAKER_03：但是，AI 已经可以分析眼底照片，也就是你的视网膜照片。
504 00:51:29,827 --> 00:51:36,474 说话人 SPEAKER_03：AI 可以从这张照片中看到各种东西，这些是眼科医生以前从未知道存在且无法看到的。
505 00:51:36,773 --> 00:51:41,278 说话人 SPEAKER_03：比如，你向眼科医生展示一张眼底照片，问他这个人的性别。
506 00:51:41,860 --> 00:51:43,501 说话人 SPEAKER_03：他们会说，我怎么从眼底图像中知道？
507 00:51:43,842 --> 00:51:45,684 说话人 SPEAKER_03：AI 会以 80%的准确率告诉你。
508 00:51:46,364 --> 00:51:49,327 说话人 SPEAKER_03：或者你问他，这个人未来 10 年会不会心脏病发作？
509 00:51:49,728 --> 00:51:53,090 说话人 SPEAKER_03：AI 给出的结果会比眼科医生更可靠。
510 00:51:53,751 --> 00:51:56,695 说话人 SPEAKER_03：所以会有很多这样的东西，你
511 00:51:56,675 --> 00:52:02,545 说话人 SPEAKER_03：AI 在这些医学图像中可以看到比医生更多的东西。
512 00:52:02,565 --> 00:52:03,606 说话人 SPEAKER_03：这将非常有帮助。
513 00:52:04,186 --> 00:52:14,804 说话人 SPEAKER_03：但是我认为，我的意思是，因为我年纪大了，你知道，我已经向 Chuck GPT 问了很多医学问题，因为我就像一辆老车，零件不断掉落。
514 00:52:15,505 --> 00:52:18,289 说话人 SPEAKER_03：非常好。
515 00:52:18,309 --> 00:52:22,496 说话人 SPEAKER_03：我不知道它告诉我的有多少是无意义的，但非常有帮助。
516 00:52:24,467 --> 00:52:29,195 说话人 SPEAKER_14：我们活着就是为了讲述这个故事，所以那里必须有一个好的开始。
517 00:52:29,215 --> 00:52:32,961 说话人 SPEAKER_14：也许这是一个积极的音符，开始考虑观众提问。
518 00:52:33,001 --> 00:52:35,525 说话人 SPEAKER_14：不知道我们能不能把灯光调亮一点，以便我们看得更清楚。
519 00:52:35,585 --> 00:52:39,010 说话人 SPEAKER_03：是的，嗯，这是一个权衡。
520 00:52:39,371 --> 00:52:43,438 说话人 SPEAKER_03：要么他们能看见我们，要么我们能看见他们。
521 00:52:43,458 --> 00:52:45,902 说话人 SPEAKER_14：我们有一些移动麦克风。
522 00:52:45,922 --> 00:52:48,186 说话人 SPEAKER_14: 我认为他们需要这些，这样观众才能看到我们。
523 00:52:50,128 --> 00:52:52,112 说话人 SPEAKER_05: 可能这里会多几个。
524 00:52:54,657 --> 00:52:55,762 说话人 SPEAKER_03: 你会挑选问题吗？
525 00:52:56,324 --> 00:52:56,967 说话人 SPEAKER_14: 好了。
526 00:52:57,027 --> 00:52:57,891 说话人 SPEAKER_14：这才像样。
527 00:52:57,911 --> 00:52:58,574 说话人 SPEAKER_14：太棒了。
528 00:52:58,916 --> 00:53:01,527 说话人 SPEAKER_14：让我们请那位穿检查衬衫的先生站在右边。
529 00:53:01,811 --> 00:53:03,715 说话人 SPEAKER_08：嗨，我叫 Amit。
530 00:53:04,617 --> 00:53:07,483 说话人 SPEAKER_08：我有一个问题，这个问题会比今天任何人提出的问题都要不同。
531 00:53:08,864 --> 00:53:11,469 说话人 SPEAKER_08：我 30 岁，我有一份工作。
532 00:53:11,871 --> 00:53:18,543 说话人 SPEAKER_08：我见过那些事情，比如我开始通过线性回归学习，了解均方误差是如何工作的。
533 00:53:18,724 --> 00:53:22,731 说话人 SPEAKER_08：然后我看到了如何训练网络，那时我读到了关于反向传播的内容。
534 00:53:22,751 --> 00:53:24,715 说话人 SPEAKER_08：这相当有趣和令人惊奇。
535 00:53:24,695 --> 00:53:28,557 说话人 SPEAKER_08：但随着时间的推移，我意识到生活中还有其他事情要做。
536 00:53:28,858 --> 00:53:38,807 说话人 SPEAKER_08：例如，当我看足球比赛时，我浪费了一些本可以用来学习 Transformer 等知识的时间。
537 00:53:39,588 --> 00:53:44,273 说话人 SPEAKER_08：随着时间的推移，我感觉我没有足够的时间去学习和做其他事情。
538 00:53:44,873 --> 00:53:54,702 说话人 SPEAKER_08：我想问你一个问题，在你的生活中，你是否觉得你妥协了很多事情，这些事情本可以花在其他地方？
539 00:53:54,681 --> 00:53:55,663 说话人 SPEAKER_08：是的。
540 00:53:59,565 --> 00:54:00,527 说话人 SPEAKER_08：你对此感到难过吗？
541 00:54:01,027 --> 00:54:05,931 说话人 SPEAKER_03：我最感到难过的是没有花更多的时间陪伴我的孩子。
542 00:54:09,094 --> 00:54:15,099 说话人 SPEAKER_03：但如果你想成为一名优秀的科学家，你必须全身心投入其中。
543 00:54:15,920 --> 00:54:24,688 说话人 SPEAKER_03：我有一种信念，这只是我的信念，你可以擅长你想要真正擅长的任何事情，但只能是一件事。
544 00:54:26,322 --> 00:54:29,605 说话人 SPEAKER_03：所以你可以成为一个非常优秀的父母，或者你可以成为一个非常优秀的科学家。
545 00:54:32,108 --> 00:54:35,150 说话人 SPEAKER_03：但也许只有少数人可以擅长很多事情。
546 00:54:35,431 --> 00:54:41,255 说话人 SPEAKER_03：但对于大多数人来说，对于普通人来说，你必须真正投入到某件事中去，才能真正擅长它。
547 00:54:41,637 --> 00:54:43,418 说话人 SPEAKER_03：这需要很多牺牲。
548 00:54:44,619 --> 00:54:44,920 说话人 SPEAKER_03：抱歉。
549 00:54:46,862 --> 00:54:51,246 说话人 SPEAKER_03：现在，当我还在谷歌工作时，他们总是谈论工作与生活的平衡。
550 00:54:52,967 --> 00:54:56,210 Speaker SPEAKER_03: 我对工作与生活平衡的理解就是工作。
551 00:55:01,894 --> 00:55:02,793 Speaker SPEAKER_06: 相互之间。
552 00:55:05,893 --> 00:55:06,514 Speaker SPEAKER_06: 非常感谢。
553 00:55:06,755 --> 00:55:11,603 Speaker SPEAKER_06: 我是来自 UCD 和 SFI Insight 数据分析中心的 Brian McNamee。
554 00:55:12,525 --> 00:55:13,226 说话人 SPEAKER_06：那真是太令人着迷了。
555 00:55:13,246 --> 00:55:18,675 说话人 SPEAKER_06：我觉得你提到从更大到更大的模型以及越来越多的计算，这很有趣。
556 00:55:19,436 --> 00:55:28,672 说话人 SPEAKER_06：你看到任何有希望的途径来减轻这方面的环境挑战和能源使用问题吗？
557 00:55:28,692 --> 00:55:32,137 说话人 SPEAKER_06：你看到任何可能出现的途径吗？
558 00:55:33,112 --> 00:55:34,695 说话人 SPEAKER_03：有两种不同的趋势。
559 00:55:34,815 --> 00:55:41,005 说话人 SPEAKER_03：一种趋势是让模型更大，即使没有新的科学见解，只要模型更大，数据更多，它就会变得更好。
560 00:55:41,686 --> 00:55:43,969 说话人 SPEAKER_03：这在能耗方面是个坏消息。
561 00:55:44,670 --> 00:55:51,920 说话人 SPEAKER_03：但还有另一种趋势，那就是如果你有一个大模型，你可以将其提炼成一个更小的模型，而这个较小的模型几乎和原来的模型一样好。
562 00:55:52,442 --> 00:55:57,730 说话人 SPEAKER_03：因此，为了服务于这些大型模型，我们可能越来越擅长制作更小的模型。
563 00:55:58,050 --> 00:55:59,592 说话人 SPEAKER_03：现在有很多，
564 00:55:59,572 --> 00:56:03,952 说话人 SPEAKER_03：很多小型模型，其中小型意味着有大约 100 亿个连接。
565 00:56:05,219 --> 00:56:08,132 说话人 SPEAKER_03：这是对小型的新定义。
566 00:56:08,280 --> 00:56:11,125 说话人 SPEAKER_03：这些工作几乎和拥有万亿连接的东西一样好。
567 00:56:12,085 --> 00:56:17,454 说话人 SPEAKER_03：也许，特别是有了更多的科学洞察，我们可以使它们变得稍微小一些。
568 00:56:18,014 --> 00:56:24,023 说话人 SPEAKER_03：但我实际上相信，像 GPT-4 这样的东西知道的东西比人高出数千倍。
569 00:56:24,463 --> 00:56:25,844 说话人 SPEAKER_03：我认为它做不到这一点。
570 00:56:25,885 --> 00:56:30,170 说话人 SPEAKER_03：我认为如果没有非常大量的连接，它不可能拥有那么多的知识。
571 00:56:30,251 --> 00:56:38,039 说话人 SPEAKER_03：所以我不相信只有几百亿个连接的模型能够达到那样的水平。
572 00:56:38,059 --> 00:56:39,766 说话人 SPEAKER_03：在我看来，这似乎是个坏消息。
573 00:56:40,108 --> 00:56:41,291 说话人 SPEAKER_03：更多的太阳能电池板。
574 00:56:51,159 --> 00:56:51,922 说话人 SPEAKER_10: 你好，嗨。
575 00:56:53,103 --> 00:56:54,728 说话人 SPEAKER_10: 感谢您的演讲，非常出色。
576 00:56:54,788 --> 00:56:59,918 说话人 SPEAKER_10: 很遗憾，乔姆斯基教授没有在这里讨论您所提到的某些观点，但非常精彩。
577 00:57:01,722 --> 00:57:09,438 说话人 SPEAKER_10: 我想问您的是，问一个计算机科学家或物理学家，他们总是认为我们很快就会拥有比我们更聪明的计算机。
578 00:57:09,418 --> 00:57:11,443 说话者 SPEAKER_10：或者我们更快地达到那个奇点。
579 00:57:11,503 --> 00:57:15,432 说话者 SPEAKER_10：问一个神经科学家，他们根本不确定这是否会发生。
580 00:57:15,492 --> 00:57:17,376 说话者 SPEAKER_10：我们不明白大脑是如何工作的。
581 00:57:17,737 --> 00:57:18,639 说话者 SPEAKER_10：我们离那还差得远呢。
582 00:57:18,659 --> 00:57:25,655 说话人 SPEAKER_10：有这么完全不同的观点，显然您站在其中一方，但我想听听您对以下内容的看法
583 00:57:25,635 --> 00:57:29,121 说话人 SPEAKER_10：大脑的进化，以及其中存在的许多差异。
584 00:57:29,141 --> 00:57:35,068 说话人 SPEAKER_10：所以问题是，常识是我们认为我们拥有的，而机器目前还没有或可能不会拥有。
585 00:57:35,208 --> 00:57:37,452 说话人 SPEAKER_10：您对常识的看法是什么？
586 00:57:37,731 --> 00:57:38,293 说话人 SPEAKER_10：这意味着什么？
587 00:57:39,074 --> 00:57:41,376 说话人 SPEAKER_10：语言真的能捕捉到一切吗？
588 00:57:41,797 --> 00:57:45,822 说话人 SPEAKER_10：语言能否捕捉到足够的信息，使得这些语言模型能够像我们一样聪明？
589 00:57:46,163 --> 00:57:47,885 说话人 SPEAKER_10：那么生活中其他所有事物呢？
590 00:57:47,905 --> 00:57:50,208 说话人 SPEAKER_03：好吧，所以有很多问题。
591 00:57:50,389 --> 00:57:51,289 说话人 SPEAKER_03：抱歉。
592 00:57:52,090 --> 00:57:55,034 说话人 SPEAKER_03：让我先从，
593 00:57:56,719 --> 00:57:58,442 说话人 SPEAKER_03：我应该先做哪一个？
594 00:58:00,704 --> 00:58:11,538 说话人 SPEAKER_03：让我先从我的个人历史说起，长期以来，我一直认为如果我们让人工神经网络更像真实神经网络，它们就会变得更好。
595 00:58:12,818 --> 00:58:16,583 说话人 SPEAKER_03：而这种信念一直持续到 2023 年初。
596 00:58:16,824 --> 00:58:26,675 说话人 SPEAKER_03：然后我开始相信，也许使用数字计算机反向传播的神经网络
597 00:58:26,739 --> 00:58:29,264 说话人 SPEAKER_03：已经与我们有所不同了。
598 00:58:29,923 --> 00:58:36,514 说话者 SPEAKER_03：它们在以特征和特征之间的交互方式持有知识方面是相似的。
599 00:58:37,315 --> 00:58:46,987 说话者 SPEAKER_03：但它们是不同的，因为你可以有很多相同模型的副本，每个副本都可以学习到一些东西，然后它们可以非常高效地共享，因为它们都以完全相同的方式工作。
600 00:58:47,027 --> 00:58:50,632 说话者 SPEAKER_03：这使得它们在共享方面比我们更好。
601 00:58:51,635 --> 00:58:53,197 说话者 SPEAKER_03：所以它们的功率比我们高得多。
602 00:58:53,237 --> 00:58:56,240 说话者 SPEAKER_03：他们需要更多的能量，但他们在共享方面做得更好。
603 00:58:56,288 --> 00:59:02,396 说话者 SPEAKER_03：我不再相信，如果你让他们更像大脑，它们就会变得更好。
604 00:59:02,856 --> 00:59:10,847 说话者 SPEAKER_03：我认为我们可能已经达到了这样一个点，即大脑的一些方面我们还没有包括进去，比如权重的多个时间尺度。
605 00:59:11,306 --> 00:59:17,755 说话者 SPEAKER_03：在大脑中，对于大脑中的突触来说，它们在许多不同的时间尺度上都会被修改，这一点非常明确。
606 00:59:18,255 --> 00:59:20,980 说话人 SPEAKER_03：在神经网络中，你只有一个时间尺度。
607 00:59:20,960 --> 00:59:24,407 说话人 SPEAKER_03：你有活动的时间尺度，所以你改变输入，活动就会改变。
608 00:59:24,907 --> 00:59:36,612 说话人 SPEAKER_03：你有权重的时间尺度，所以你改变输入，权重保持不变，通过反向传播，你为每个输入稍微改变权重，它们变化很慢，这就是学习。
609 00:59:36,853 --> 00:59:41,583 说话人 SPEAKER_03：但是没有对应短期记忆的中间时间尺度。
610 00:59:42,036 --> 00:59:52,771 说话人 SPEAKER_03：也许这有助于人工神经网络，但基本上我不再相信你们必须使它们更像大脑，然后
611 00:59:53,242 --> 01:00:00,527 说话人 SPEAKER_03：很可能在我们这些事物比我们聪明的时候，我们仍然不会理解大脑，这就是我现在认为的。
612 01:00:01,188 --> 01:00:11,898 说话人 SPEAKER_03：所以我的职业生涯一直在试图理解大脑，并制作人工神经网络来尝试理解大脑是如何学习的，但这失败了，但也产生了一些衍生成果。
613 01:00:18,784 --> 01:00:20,686 说话人 SPEAKER_03：哦，我只是，你问了我这么多问题。
614 01:00:20,706 --> 01:00:22,067 说话人 SPEAKER_03：这是我问的第一个问题。
615 01:00:23,362 --> 01:00:26,572 说话人 SPEAKER_03：下一个问题，是关于仅仅语言是否足够，我认为。
616 01:00:26,614 --> 01:00:27,456 说话人 SPEAKER_03：那是其中一个问题吗？
617 01:00:28,440 --> 01:00:36,545 说话人 SPEAKER_03：不是，但仅仅从语言中你能学到多少是令人惊讶的。
618 01:00:37,505 --> 01:00:40,472 说话人 SPEAKER_03：如果你只有语言，从某种意义上说，它没有根基。
619 01:00:41,797 --> 01:00:48,655 说话人 SPEAKER_03：你学习了所有这些词语之间的关系以及如何预测下一个词语，但从某种意义上说，你并不知道它的含义。
620 01:00:49,677 --> 01:00:53,809 说话人 SPEAKER_03：你必须区分，我认为，模型和模型解释。
621 01:00:53,789 --> 01:01:02,981 说话人 SPEAKER_03：因此，你可以学习一个非常好的模型，这个模型几乎正确地反映了人类理解，但没有解释说这个事物是一只猫。
622 01:01:04,644 --> 01:01:09,612 说话人 SPEAKER_03：但是一旦你学会了模型，学习解释就会很快，只是把它与现实联系起来。
623 01:01:10,112 --> 01:01:13,097 说话人 SPEAKER_03：如果你学习了多模态模型，你似乎就不会有那种问题。
624 01:01:13,077 --> 01:01:17,963 说话人 SPEAKER_03：所以，如果你也做视觉，你就知道猫是什么样子。
625 01:01:18,423 --> 01:01:23,731 说话人 SPEAKER_03：而且很难说，非常难，比如，很难说，我有一个多模态聊天机器人。
626 01:01:24,472 --> 01:01:27,155 说话人 SPEAKER_03：我让它画一只戴着红帽子的仓鼠的画。
627 01:01:27,655 --> 01:01:29,838 说话人 SPEAKER_03：它就画了一只戴着红帽子的仓鼠的画。
628 01:01:30,380 --> 01:01:33,304 说话人 SPEAKER_03：然后说它对这什么都不懂是非常困难的。
629 01:01:34,324 --> 01:01:40,333 说话人 SPEAKER_03：在我看来，如果它画了一只戴着红帽子的仓鼠的画，它就理解了那是什么。
630 01:01:40,583 --> 01:01:48,835 说话人 SPEAKER_03：同样，如果你有一个机器人，你说“打开抽屉”，然后它就打开了抽屉，这对我来说非常接地气，它真的看起来像是理解了。
631 01:01:49,295 --> 01:01:52,240 说话人 SPEAKER_03：所以，我实际上非常相信这些事物是以和我们相同的方式理解的。
632 01:01:53,563 --> 01:02:01,494 说话人 SPEAKER_03：即使是那些没有这种多模态输入的大型语言模型，它们也能用更少的数据理解，如果它们有，理解得更好。
633 01:02:08,393 --> 01:02:12,978 说话人 SPEAKER_09：我手里拿着话筒，我想，但之后我会传给其他人。
634 01:02:15,021 --> 01:02:17,864 说话人 SPEAKER_09：首先，非常感谢您出色的演讲。
635 01:02:19,427 --> 01:02:27,998 说话人 SPEAKER_09：纵观历史，我们一直在适应技术，总会有阻力，社会也会想出各种方法，你知道的，事情不像过去那样。
636 01:02:28,018 --> 01:02:37,911 说话人 SPEAKER_09：但后来它们被接受了，成为不可或缺的一部分，人们几乎对过去表现出一种优越感，说人们害怕火、内燃机、电视。
637 01:02:38,599 --> 01:02:40,782 说话人 SPEAKER_09：那么，人工智能是否不同呢？
638 01:02:40,802 --> 01:02:54,137 说话人 SPEAKER_09：我参与了这里的多个 AI 中心，像伦理 AI 这样的问题，技术的采用实际上比技术的发展更具吸引力。
639 01:02:54,356 --> 01:02:57,780 说话人 SPEAKER_09：如果完全接受，我们可能已经走得更远了。
640 01:02:58,141 --> 01:03:05,568 说话人 SPEAKER_09：有这样一个观点，嗯，给社会足够的时间，人们会接受这项技术并采用它。
641 01:03:05,548 --> 01:03:06,490 说话人 SPEAKER_09：这有什么不同吗？
642 01:03:06,710 --> 01:03:16,467 说话人 SPEAKER_09：我们是否接受这种抵抗将永远存在，永远不会成为像我说的一样，像内燃机甚至互联网那样的一部分？
643 01:03:16,668 --> 01:03:22,356 说话人 SPEAKER_09：这是否是我们必须接受的问题，即这将会是一个需要持续解决的问题？
644 01:03:24,159 --> 01:03:25,242 说话人 SPEAKER_03：我的猜测不是。
645 01:03:25,262 --> 01:03:29,007 说话人 SPEAKER_03：我的猜测是，要么它会接管，要么我们会学会与之共存。
646 01:03:29,242 --> 01:03:41,358 说话人 SPEAKER_03：我看到一个未来，它将接管一切，而我们消失了，还有另一个未来，我们学会与比我们自己更智能的事物互动，并拥有非常好的共生关系。
647 01:03:41,820 --> 01:03:57,342 说话人 SPEAKER_03：所以我的模型是这样的，想象一个拥有一个愚蠢的 CEO 的大公司，这位 CEO 很可能是前任 CEO 的儿子，他有一个非常聪明的助手，几乎肯定是一位女性，比他聪明得多，
648 01:03:57,322 --> 01:03:59,164 说话人 SPEAKER_03：他认为自己在管理公司。
649 01:03:59,505 --> 01:04:02,429 说话人 SPEAKER_03：从某种意义上说，他确实在管理公司，因为他想要的事情得到了完成。
650 01:04:04,032 --> 01:04:06,637 说话人 SPEAKER_03：但实际上，是助手在运营公司。
651 01:04:06,677 --> 01:04:10,443 说话人 SPEAKER_03：实际上，助手对真正发生的事情的了解比他多得多。
652 01:04:11,545 --> 01:04:14,048 说话人 SPEAKER_03：这对那位愚蠢的 CEO 来说会很不错。
653 01:04:14,068 --> 01:04:20,159 说话人 SPEAKER_03：所以我们可能都在扮演那位愚蠢的 CEO 的角色，而拥有更聪明的助手来让一切运转。
654 01:04:20,820 --> 01:04:22,101 说话人 SPEAKER_03：这是另一种未来。
655 01:04:22,282 --> 01:04:24,105 说话人 SPEAKER_03：我认为我们正在接近这两种未来之一。
656 01:04:26,362 --> 01:04:28,967 说话人 SPEAKER_03：但在第二种未来中，我们似乎接受了它。
657 01:04:29,688 --> 01:04:34,034 说话人 SPEAKER_03：我们组织事物，使其对我们有利，与之共存。
658 01:04:36,358 --> 01:04:38,101 说话人 SPEAKER_03：我想再提一个其他意见。
659 01:04:38,963 --> 01:04:42,288 说话人 SPEAKER_03：你提到有人反对电视。
660 01:04:42,608 --> 01:04:45,132 说话人 SPEAKER_03：我认为，我不觉得有很多人反对电视。
661 01:04:45,753 --> 01:04:51,844 说话人 SPEAKER_03：回顾过去，我认为应该有更多的反对声音，因为看看特朗普。
662 01:04:52,184 --> 01:04:53,907 说话人 SPEAKER_03：如果没有电视，他不会在那里。
663 01:05:00,012 --> 01:05:00,291 说话人 SPEAKER_07：你好。
664 01:05:01,474 --> 01:05:01,974 说话人 SPEAKER_07：嗨。
665 01:05:02,094 --> 01:05:05,119 说话人 SPEAKER_07：大卫·霍根，也是谷歌校友。
